File_name,File_path,LOC,LLOC,SLOC,Halstead_Volume,CC,h,N,calculated_length,Buggy
run.py,C:\dataset\pyspider-master\pyspider\run.py,757,485,576,1505.076998,111,134,213,891.983032,Y
__init__.py,C:\dataset\pyspider-master\pyspider\__init__.py,8,1,1,0,1,0,0,0,N
basedb.py,C:\dataset\pyspider-master\pyspider\database\basedb.py,160,114,120,976.7871006,43,97,148,603.9182631,Y
__init__.py,C:\dataset\pyspider-master\pyspider\database\__init__.py,176,125,124,697.0997384,42,58,119,303.6501074,N
projectdb.py,C:\dataset\pyspider-master\pyspider\database\base\projectdb.py,76,30,48,25.2661943,6,7,9,13.60964047,N
resultdb.py,C:\dataset\pyspider-master\pyspider\database\base\resultdb.py,49,16,23,0,1,0,0,0,N
taskdb.py,C:\dataset\pyspider-master\pyspider\database\base\taskdb.py,114,30,84,0,1,0,0,0,N
__init__.py,C:\dataset\pyspider-master\pyspider\database\base\__init__.py,0,0,0,0,1,0,0,0,N
projectdb.py,C:\dataset\pyspider-master\pyspider\database\elasticsearch\projectdb.py,72,41,52,34.86917502,7,9,11,21.65148445,N
resultdb.py,C:\dataset\pyspider-master\pyspider\database\elasticsearch\resultdb.py,92,43,68,100,12,16,25,52.86060384,N
taskdb.py,C:\dataset\pyspider-master\pyspider\database\elasticsearch\taskdb.py,125,79,98,124.8640853,18,22,28,81.09650878,N
__init__.py,C:\dataset\pyspider-master\pyspider\database\elasticsearch\__init__.py,6,0,0,0,1,0,0,0,N
projectdb.py,C:\dataset\pyspider-master\pyspider\database\local\projectdb.py,95,66,74,144.7539826,19,23,32,84.99664331,N
__init__.py,C:\dataset\pyspider-master\pyspider\database\local\__init__.py,6,0,0,0,1,0,0,0,N
mongodbbase.py,C:\dataset\pyspider-master\pyspider\database\mongodb\mongodbbase.py,51,37,37,85.83671967,9,17,21,54.62919048,N
projectdb.py,C:\dataset\pyspider-master\pyspider\database\mongodb\projectdb.py,68,53,49,68.5323886,9,14,18,41.21928095,N
resultdb.py,C:\dataset\pyspider-master\pyspider\database\mongodb\resultdb.py,87,65,69,151.2674833,15,20,35,72,N
taskdb.py,C:\dataset\pyspider-master\pyspider\database\mongodb\taskdb.py,120,90,98,112,21,16,28,52.86060384,N
__init__.py,C:\dataset\pyspider-master\pyspider\database\mongodb\__init__.py,0,0,0,0,1,0,0,0,N
mysqlbase.py,C:\dataset\pyspider-master\pyspider\database\mysql\mysqlbase.py,66,49,49,101.9502603,10,19,24,64.91260938,N
projectdb.py,C:\dataset\pyspider-master\pyspider\database\mysql\projectdb.py,67,38,49,84,4,16,21,55.30296891,N
resultdb.py,C:\dataset\pyspider-master\pyspider\database\mysql\resultdb.py,100,68,81,235.5307486,20,30,48,130.2114327,Y
taskdb.py,C:\dataset\pyspider-master\pyspider\database\mysql\taskdb.py,138,94,116,330.6194333,28,38,63,178.0746464,Y
__init__.py,C:\dataset\pyspider-master\pyspider\database\mysql\__init__.py,6,0,0,0,1,0,0,0,N
taskdb.py,C:\dataset\pyspider-master\pyspider\database\redis\taskdb.py,175,136,138,456.9225176,38,58,78,299.1194238,N
__init__.py,C:\dataset\pyspider-master\pyspider\database\redis\__init__.py,7,0,0,0,1,0,0,0,N
projectdb.py,C:\dataset\pyspider-master\pyspider\database\sqlalchemy\projectdb.py,97,56,77,49.82892142,12,10,15,24.40637196,N
resultdb.py,C:\dataset\pyspider-master\pyspider\database\sqlalchemy\resultdb.py,132,85,109,195.04196,25,25,42,98.04820237,Y
sqlalchemybase.py,C:\dataset\pyspider-master\pyspider\database\sqlalchemy\sqlalchemybase.py,58,41,41,85.83671967,9,17,21,54.62919048,N
taskdb.py,C:\dataset\pyspider-master\pyspider\database\sqlalchemy\taskdb.py,159,109,134,285,32,32,57,137.7212077,Y
__init__.py,C:\dataset\pyspider-master\pyspider\database\sqlalchemy\__init__.py,7,0,0,0,1,0,0,0,N
projectdb.py,C:\dataset\pyspider-master\pyspider\database\sqlite\projectdb.py,58,36,41,51.89147428,2,11,15,33.21928095,N
resultdb.py,C:\dataset\pyspider-master\pyspider\database\sqlite\resultdb.py,89,59,70,178.8135375,14,24,39,94.4385619,Y
sqlitebase.py,C:\dataset\pyspider-master\pyspider\database\sqlite\sqlitebase.py,65,47,48,152.1564001,10,27,32,104.7106228,N
taskdb.py,C:\dataset\pyspider-master\pyspider\database\sqlite\taskdb.py,121,84,97,274.7229934,21,34,54,152.4910893,Y
__init__.py,C:\dataset\pyspider-master\pyspider\database\sqlite\__init__.py,0,0,0,0,1,0,0,0,N
cookie_utils.py,C:\dataset\pyspider-master\pyspider\fetcher\cookie_utils.py,33,16,16,13.93156857,3,5,6,6.754887502,N
tornado_fetcher.py,C:\dataset\pyspider-master\pyspider\fetcher\tornado_fetcher.py,739,534,603,1662.628299,115,150,230,1010.855952,Y
__init__.py,C:\dataset\pyspider-master\pyspider\fetcher\__init__.py,1,1,1,0,1,0,0,0,N
base_handler.py,C:\dataset\pyspider-master\pyspider\libs\base_handler.py,458,283,288,908.8594335,78,90,140,525.7647607,Y
bench.py,C:\dataset\pyspider-master\pyspider\libs\bench.py,265,159,219,838.2762044,9,74,135,429.4572482,N
counter.py,C:\dataset\pyspider-master\pyspider\libs\counter.py,441,317,316,1384.105609,64,103,207,627.0333414,Y
dataurl.py,C:\dataset\pyspider-master\pyspider\libs\dataurl.py,56,37,36,11.60964047,9,5,5,6.754887502,N
ListIO.py,C:\dataset\pyspider-master\pyspider\libs\ListIO.py,40,21,21,4.754887502,2,3,3,2,N
log.py,C:\dataset\pyspider-master\pyspider\libs\log.py,43,23,23,15.509775,4,6,6,10,N
multiprocessing_queue.py,C:\dataset\pyspider-master\pyspider\libs\multiprocessing_queue.py,73,35,35,24,4,8,8,16.36452798,N
pprint.py,C:\dataset\pyspider-master\pyspider\libs\pprint.py,378,264,272,2300.743859,77,146,320,979.9817721,Y
response.py,C:\dataset\pyspider-master\pyspider\libs\response.py,234,144,159,536.6258813,39,57,92,292.1375978,Y
result_dump.py,C:\dataset\pyspider-master\pyspider\libs\result_dump.py,132,101,110,254.3731421,26,34,50,148.033447,N
sample_handler.py,C:\dataset\pyspider-master\pyspider\libs\sample_handler.py,27,14,17,0,2,0,0,0,N
url.py,C:\dataset\pyspider-master\pyspider\libs\url.py,123,89,88,385.2647976,35,43,71,203.5249056,N
utils.py,C:\dataset\pyspider-master\pyspider\libs\utils.py,430,258,265,957.3173504,71,81,151,455.4539078,Y
wsgi_xmlrpc.py,C:\dataset\pyspider-master\pyspider\libs\wsgi_xmlrpc.py,95,41,43,43.01955001,9,12,12,32,N
__init__.py,C:\dataset\pyspider-master\pyspider\libs\__init__.py,0,0,0,0,1,0,0,0,N
beanstalk.py,C:\dataset\pyspider-master\pyspider\message_queue\beanstalk.py,128,95,95,201.9089067,28,28,42,113.6172706,N
kombu_queue.py,C:\dataset\pyspider-master\pyspider\message_queue\kombu_queue.py,117,79,79,148.6033981,17,25,32,93.4868683,N
rabbitmq.py,C:\dataset\pyspider-master\pyspider\message_queue\rabbitmq.py,270,180,194,509.7849205,43,53,89,262.6791822,N
redis_queue.py,C:\dataset\pyspider-master\pyspider\message_queue\redis_queue.py,109,76,77,215,19,32,43,132.57125,N
__init__.py,C:\dataset\pyspider-master\pyspider\message_queue\__init__.py,78,40,38,62.90747521,11,13,17,36.52932501,N
processor.py,C:\dataset\pyspider-master\pyspider\processor\processor.py,229,129,179,208.5859765,31,34,41,143.258381,Y
project_module.py,C:\dataset\pyspider-master\pyspider\processor\project_module.py,289,204,223,727.0217309,41,80,115,456.9670232,Y
__init__.py,C:\dataset\pyspider-master\pyspider\processor\__init__.py,1,1,1,0,1,0,0,0,N
result_worker.py,C:\dataset\pyspider-master\pyspider\result\result_worker.py,87,49,61,204.3296724,14,25,44,100.2386659,N
__init__.py,C:\dataset\pyspider-master\pyspider\result\__init__.py,8,1,1,0,1,0,0,0,N
scheduler.py,C:\dataset\pyspider-master\pyspider\scheduler\scheduler.py,1272,859,992,4397.648254,178,277,542,2147.607255,Y
task_queue.py,C:\dataset\pyspider-master\pyspider\scheduler\task_queue.py,270,207,201,1033.839113,47,96,157,579.9742135,Y
token_bucket.py,C:\dataset\pyspider-master\pyspider\scheduler\token_bucket.py,55,34,34,114.6940429,6,19,27,63.61549134,N
__init__.py,C:\dataset\pyspider-master\pyspider\scheduler\__init__.py,1,1,1,0,1,0,0,0,N
app.py,C:\dataset\pyspider-master\pyspider\webui\app.py,117,80,89,103.7262743,14,20,24,70.21299941,N
bench_test.py,C:\dataset\pyspider-master\pyspider\webui\bench_test.py,31,21,21,0,4,0,0,0,Y
debug.py,C:\dataset\pyspider-master\pyspider\webui\debug.py,220,128,179,217.9846377,24,31,44,129.6905845,N
index.py,C:\dataset\pyspider-master\pyspider\webui\index.py,158,111,126,266.0964047,24,40,50,180.4259988,N
login.py,C:\dataset\pyspider-master\pyspider\webui\login.py,77,51,52,44.97261104,9,11,13,28.7548875,N
result.py,C:\dataset\pyspider-master\pyspider\webui\result.py,54,30,37,82.04470251,7,15,21,47.77443751,N
task.py,C:\dataset\pyspider-master\pyspider\webui\task.py,103,74,75,111.4857905,13,22,25,79.509775,N
webdav.py,C:\dataset\pyspider-master\pyspider\webui\webdav.py,216,149,173,333.0253287,29,44,61,214.9310205,N
__init__.py,C:\dataset\pyspider-master\pyspider\webui\__init__.py,8,1,1,0,1,0,0,0,N
data_fetcher_processor_handler.py,C:\dataset\pyspider-master\tests\data_fetcher_processor_handler.py,53,33,33,0,2,0,0,0,N
data_handler.py,C:\dataset\pyspider-master\tests\data_handler.py,61,40,40,2,1,2,2,0,N
data_sample_handler.py,C:\dataset\pyspider-master\tests\data_sample_handler.py,27,14,17,0,2,0,0,0,N
data_test_webpage.py,C:\dataset\pyspider-master\tests\data_test_webpage.py,68,10,58,0,1,0,0,0,N
test_base_handler.py,C:\dataset\pyspider-master\tests\test_base_handler.py,70,12,58,0,1,0,0,0,N
test_bench.py,C:\dataset\pyspider-master\tests\test_bench.py,49,29,34,4.754887502,1,3,3,2,Y
test_counter.py,C:\dataset\pyspider-master\tests\test_counter.py,54,36,36,64.52932501,4,12,18,33.28421252,N
test_database.py,C:\dataset\pyspider-master\tests\test_database.py,669,416,504,418.8721876,20,48,75,251.8882768,Y
test_fetcher.py,C:\dataset\pyspider-master\tests\test_fetcher.py,620,472,515,1177.38608,21,106,175,684.0890002,Y
test_fetcher_processor.py,C:\dataset\pyspider-master\tests\test_fetcher_processor.py,491,331,389,1072.070355,13,104,160,659.8430301,Y
test_message_queue.py,C:\dataset\pyspider-master\tests\test_message_queue.py,266,213,220,447.4085184,39,46,81,238.084272,N
test_processor.py,C:\dataset\pyspider-master\tests\test_processor.py,577,341,499,180.9424782,17,23,40,94.23866588,Y
test_response.py,C:\dataset\pyspider-master\tests\test_response.py,95,71,74,11.60964047,4,5,5,6.754887502,N
test_result_dump.py,C:\dataset\pyspider-master\tests\test_result_dump.py,82,45,61,13.93156857,6,5,6,8,N
test_result_worker.py,C:\dataset\pyspider-master\tests\test_result_worker.py,95,67,75,2,3,2,2,0,Y
test_run.py,C:\dataset\pyspider-master\tests\test_run.py,349,258,293,361.2852673,31,42,67,194.994331,Y
test_scheduler.py,C:\dataset\pyspider-master\tests\test_scheduler.py,873,378,708,235.9470188,28,35,46,156.3912239,Y
test_utils.py,C:\dataset\pyspider-master\tests\test_utils.py,52,40,40,598.2637365,2,38,114,188.1173001,N
test_webdav.py,C:\dataset\pyspider-master\tests\test_webdav.py,187,126,148,101.5791555,19,15,26,50.10571634,Y
test_webui.py,C:\dataset\pyspider-master\tests\test_webui.py,564,388,475,88,13,16,22,52.86060384,Y
test_xmlrpc.py,C:\dataset\pyspider-master\tests\test_xmlrpc.py,58,33,32,13.93156857,3,5,6,8,Y
__init__.py,C:\dataset\pyspider-master\tests\__init__.py,11,3,3,0,1,0,0,0,N
migrate.py,C:\dataset\pyspider-master\tools\migrate.py,69,47,49,4.754887502,9,3,3,2,N
conftest.py,C:\dataset\python-docs-samples-master\conftest.py,38,13,15,0,2,0,0,0,N
nox.py,C:\dataset\python-docs-samples-master\nox.py,283,113,145,262.5200482,35,41,49,186.7993666,N
main.py,C:\dataset\python-docs-samples-master\appengine\flexible\analytics\main.py,74,21,37,4.754887502,2,3,3,2,Y
main_test.py,C:\dataset\python-docs-samples-master\appengine\flexible\analytics\main_test.py,47,19,23,51.89147428,6,11,15,30.52932501,Y
create_tables.py,C:\dataset\python-docs-samples-master\appengine\flexible\cloudsql\create_tables.py,25,5,5,4.754887502,2,3,3,2,N
main.py,C:\dataset\python-docs-samples-master\appengine\flexible\cloudsql\main.py,97,47,52,4.754887502,5,3,3,2,Y
main_test.py,C:\dataset\python-docs-samples-master\appengine\flexible\cloudsql\main_test.py,26,9,8,15.509775,3,6,6,10,Y
create_tables.py,C:\dataset\python-docs-samples-master\appengine\flexible\cloudsql_postgresql\create_tables.py,25,5,5,4.754887502,2,3,3,2,N
main.py,C:\dataset\python-docs-samples-master\appengine\flexible\cloudsql_postgresql\main.py,104,47,52,4.754887502,5,3,3,2,Y
main_test.py,C:\dataset\python-docs-samples-master\appengine\flexible\cloudsql_postgresql\main_test.py,26,9,8,15.509775,3,6,6,10,Y
main.py,C:\dataset\python-docs-samples-master\appengine\flexible\datastore\main.py,80,37,41,4.754887502,5,3,3,2,Y
main_test.py,C:\dataset\python-docs-samples-master\appengine\flexible\datastore\main_test.py,24,8,7,15.509775,3,6,6,10,Y
main.py,C:\dataset\python-docs-samples-master\appengine\flexible\disk\main.py,74,34,37,4.754887502,6,3,3,2,Y
main_test.py,C:\dataset\python-docs-samples-master\appengine\flexible\disk\main_test.py,24,8,7,15.509775,3,6,6,10,Y
manage.py,C:\dataset\python-docs-samples-master\appengine\flexible\django_cloudsql\manage.py,24,6,6,4.754887502,2,3,3,2,N
settings.py,C:\dataset\python-docs-samples-master\appengine\flexible\django_cloudsql\mysite\settings.py,128,25,66,0,2,0,0,0,N
urls.py,C:\dataset\python-docs-samples-master\appengine\flexible\django_cloudsql\mysite\urls.py,28,7,8,4.754887502,2,3,3,2,N
wsgi.py,C:\dataset\python-docs-samples-master\appengine\flexible\django_cloudsql\mysite\wsgi.py,22,4,4,0,1,0,0,0,N
__init__.py,C:\dataset\python-docs-samples-master\appengine\flexible\django_cloudsql\mysite\__init__.py,0,0,0,0,1,0,0,0,N
admin.py,C:\dataset\python-docs-samples-master\appengine\flexible\django_cloudsql\polls\admin.py,19,3,3,0,1,0,0,0,N
apps.py,C:\dataset\python-docs-samples-master\appengine\flexible\django_cloudsql\polls\apps.py,19,3,3,0,1,0,0,0,N
models.py,C:\dataset\python-docs-samples-master\appengine\flexible\django_cloudsql\polls\models.py,28,8,8,0,1,0,0,0,N
tests.py,C:\dataset\python-docs-samples-master\appengine\flexible\django_cloudsql\polls\tests.py,15,0,0,0,1,0,0,0,N
urls.py,C:\dataset\python-docs-samples-master\appengine\flexible\django_cloudsql\polls\urls.py,21,3,5,0,1,0,0,0,N
views.py,C:\dataset\python-docs-samples-master\appengine\flexible\django_cloudsql\polls\views.py,19,3,3,0,1,0,0,0,N
__init__.py,C:\dataset\python-docs-samples-master\appengine\flexible\django_cloudsql\polls\__init__.py,0,0,0,0,1,0,0,0,N
main.py,C:\dataset\python-docs-samples-master\appengine\flexible\extending_runtime\main.py,46,15,17,4.754887502,2,3,3,2,Y
main_test.py,C:\dataset\python-docs-samples-master\appengine\flexible\extending_runtime\main_test.py,31,10,12,4.754887502,3,3,3,2,Y
main.py,C:\dataset\python-docs-samples-master\appengine\flexible\hello_world\main.py,43,12,15,4.754887502,2,3,3,2,Y
main_test.py,C:\dataset\python-docs-samples-master\appengine\flexible\hello_world\main_test.py,24,7,7,15.509775,3,6,6,10,Y
manage.py,C:\dataset\python-docs-samples-master\appengine\flexible\hello_world_django\manage.py,10,6,6,4.754887502,2,3,3,2,N
views.py,C:\dataset\python-docs-samples-master\appengine\flexible\hello_world_django\helloworld\views.py,22,3,4,0,1,0,0,0,N
__init__.py,C:\dataset\python-docs-samples-master\appengine\flexible\hello_world_django\helloworld\__init__.py,0,0,0,0,1,0,0,0,N
settings.py,C:\dataset\python-docs-samples-master\appengine\flexible\hello_world_django\project_name\settings.py,117,19,53,0,1,0,0,0,N
urls.py,C:\dataset\python-docs-samples-master\appengine\flexible\hello_world_django\project_name\urls.py,39,4,7,0,1,0,0,0,N
wsgi.py,C:\dataset\python-docs-samples-master\appengine\flexible\hello_world_django\project_name\wsgi.py,16,4,4,0,1,0,0,0,N
__init__.py,C:\dataset\python-docs-samples-master\appengine\flexible\hello_world_django\project_name\__init__.py,0,0,0,0,1,0,0,0,N
main.py,C:\dataset\python-docs-samples-master\appengine\flexible\mailgun\main.py,95,40,52,13.93156857,3,5,6,8,Y
main_test.py,C:\dataset\python-docs-samples-master\appengine\flexible\mailgun\main_test.py,80,36,49,51.89147428,7,11,15,33.21928095,Y
main.py,C:\dataset\python-docs-samples-master\appengine\flexible\mailjet\main.py,84,28,44,4.754887502,2,3,3,2,Y
main_test.py,C:\dataset\python-docs-samples-master\appengine\flexible\mailjet\main_test.py,53,24,27,53.77443751,6,12,15,35.21928095,Y
main.py,C:\dataset\python-docs-samples-master\appengine\flexible\memcache\main.py,62,21,26,11.60964047,3,5,5,6.754887502,Y
main_test.py,C:\dataset\python-docs-samples-master\appengine\flexible\memcache\main_test.py,41,19,21,36,7,8,12,17.509775,Y
main.py,C:\dataset\python-docs-samples-master\appengine\flexible\metadata\main.py,70,24,31,4.754887502,3,3,3,2,Y
main.py,C:\dataset\python-docs-samples-master\appengine\flexible\multiple_services\gateway-service\main.py,58,26,25,53.77443751,3,12,15,35.21928095,Y
services_config.py,C:\dataset\python-docs-samples-master\appengine\flexible\multiple_services\gateway-service\services_config.py,57,24,27,38.03910002,6,9,12,21.65148445,N
main.py,C:\dataset\python-docs-samples-master\appengine\flexible\multiple_services\static-service\main.py,46,19,18,25.2661943,4,7,9,15.509775,Y
main.py,C:\dataset\python-docs-samples-master\appengine\flexible\numpy\main.py,50,18,21,25.2661943,2,7,9,13.60964047,Y
main_test.py,C:\dataset\python-docs-samples-master\appengine\flexible\numpy\main_test.py,24,7,7,15.509775,3,6,6,10,Y
main.py,C:\dataset\python-docs-samples-master\appengine\flexible\pubsub\main.py,89,34,41,27,4,8,9,17.509775,Y
main_test.py,C:\dataset\python-docs-samples-master\appengine\flexible\pubsub\main_test.py,69,29,36,93.76537429,8,15,24,47.77443751,Y
main.py,C:\dataset\python-docs-samples-master\appengine\flexible\redis\main.py,54,19,23,4.754887502,2,3,3,2,Y
main_test.py,C:\dataset\python-docs-samples-master\appengine\flexible\redis\main_test.py,35,15,15,36,6,8,12,17.509775,Y
main.py,C:\dataset\python-docs-samples-master\appengine\flexible\scipy\main.py,52,20,24,4.754887502,2,3,3,2,Y
main_test.py,C:\dataset\python-docs-samples-master\appengine\flexible\scipy\main_test.py,35,15,17,4.754887502,4,3,3,2,Y
main.py,C:\dataset\python-docs-samples-master\appengine\flexible\sendgrid\main.py,74,32,36,24,4,8,8,16.36452798,Y
main_test.py,C:\dataset\python-docs-samples-master\appengine\flexible\sendgrid\main_test.py,49,24,25,15.509775,4,6,6,10,Y
main.py,C:\dataset\python-docs-samples-master\appengine\flexible\static_files\main.py,42,12,15,4.754887502,2,3,3,2,Y
main_test.py,C:\dataset\python-docs-samples-master\appengine\flexible\static_files\main_test.py,26,8,8,9.509775004,3,3,6,2,Y
main.py,C:\dataset\python-docs-samples-master\appengine\flexible\storage\main.py,84,25,36,11.60964047,3,5,5,6.754887502,Y
main_test.py,C:\dataset\python-docs-samples-master\appengine\flexible\storage\main_test.py,50,19,23,25.2661943,4,7,9,15.509775,Y
create_app_engine_queue_task.py,C:\dataset\python-docs-samples-master\appengine\flexible\tasks\create_app_engine_queue_task.py,115,33,63,55.50659577,4,13,15,37.97416845,N
create_app_engine_queue_task_test.py,C:\dataset\python-docs-samples-master\appengine\flexible\tasks\create_app_engine_queue_task_test.py,33,15,15,0,2,0,0,0,Y
main.py,C:\dataset\python-docs-samples-master\appengine\flexible\tasks\main.py,41,12,12,15.509775,3,6,6,10,Y
main_test.py,C:\dataset\python-docs-samples-master\appengine\flexible\tasks\main_test.py,45,20,20,53.77443751,6,12,15,35.21928095,Y
main.py,C:\dataset\python-docs-samples-master\appengine\flexible\twilio\main.py,91,38,44,11.60964047,3,5,5,6.754887502,Y
main_test.py,C:\dataset\python-docs-samples-master\appengine\flexible\twilio\main_test.py,77,28,51,51.89147428,6,11,15,30.52932501,Y
conftest.py,C:\dataset\python-docs-samples-master\appengine\standard\conftest.py,40,15,20,15.509775,4,6,6,10,N
appengine_config.py,C:\dataset\python-docs-samples-master\appengine\standard\analytics\appengine_config.py,18,2,2,0,1,0,0,0,N
main.py,C:\dataset\python-docs-samples-master\appengine\standard\analytics\main.py,77,23,39,4.754887502,2,3,3,2,Y
main_test.py,C:\dataset\python-docs-samples-master\appengine\standard\analytics\main_test.py,47,19,23,51.89147428,6,11,15,30.52932501,Y
main.py,C:\dataset\python-docs-samples-master\appengine\standard\angular\main.py,75,34,38,0,2,0,0,0,N
model.py,C:\dataset\python-docs-samples-master\appengine\standard\angular\model.py,41,17,17,0,1,0,0,0,N
appengine_config.py,C:\dataset\python-docs-samples-master\appengine\standard\appstats\appengine_config.py,20,4,4,0,1,0,0,0,N
main.py,C:\dataset\python-docs-samples-master\appengine\standard\appstats\main.py,37,8,10,0,1,0,0,0,N
main_test.py,C:\dataset\python-docs-samples-master\appengine\standard\appstats\main_test.py,22,5,5,0,1,0,0,0,N
main.py,C:\dataset\python-docs-samples-master\appengine\standard\app_identity\asserting\main.py,62,17,30,4.754887502,2,3,3,2,N
main_test.py,C:\dataset\python-docs-samples-master\appengine\standard\app_identity\asserting\main_test.py,32,13,13,4.754887502,4,3,3,2,Y
main.py,C:\dataset\python-docs-samples-master\appengine\standard\app_identity\incoming\main.py,46,9,15,4.754887502,2,3,3,2,N
main_test.py,C:\dataset\python-docs-samples-master\appengine\standard\app_identity\incoming\main_test.py,28,8,9,4.754887502,2,3,3,2,Y
main.py,C:\dataset\python-docs-samples-master\appengine\standard\app_identity\signing\main.py,84,35,37,2,3,2,2,0,N
main_test.py,C:\dataset\python-docs-samples-master\appengine\standard\app_identity\signing\main_test.py,24,7,7,15.509775,3,6,6,10,Y
main.py,C:\dataset\python-docs-samples-master\appengine\standard\background\main.py,86,27,32,0,2,0,0,0,N
main_test.py,C:\dataset\python-docs-samples-master\appengine\standard\background\main_test.py,57,32,32,83.02635885,9,11,24,33.21928095,Y
appengine_config.py,C:\dataset\python-docs-samples-master\appengine\standard\bigquery\appengine_config.py,4,2,2,0,1,0,0,0,N
main.py,C:\dataset\python-docs-samples-master\appengine\standard\bigquery\main.py,68,16,24,4.754887502,1,3,3,2,N
main_test.py,C:\dataset\python-docs-samples-master\appengine\standard\bigquery\main_test.py,69,31,35,25.2661943,9,7,9,15.509775,Y
main.py,C:\dataset\python-docs-samples-master\appengine\standard\blobstore\api\main.py,81,25,37,11.60964047,2,5,5,6.754887502,N
main_test.py,C:\dataset\python-docs-samples-master\appengine\standard\blobstore\api\main_test.py,26,7,7,4.754887502,2,3,3,2,Y
appengine_config.py,C:\dataset\python-docs-samples-master\appengine\standard\blobstore\blobreader\appengine_config.py,18,2,2,0,1,0,0,0,N
main.py,C:\dataset\python-docs-samples-master\appengine\standard\blobstore\blobreader\main.py,69,27,29,0,3,0,0,0,N
main_test.py,C:\dataset\python-docs-samples-master\appengine\standard\blobstore\blobreader\main_test.py,25,6,6,4.754887502,2,3,3,2,Y
appengine_config.py,C:\dataset\python-docs-samples-master\appengine\standard\blobstore\gcs\appengine_config.py,18,2,2,0,1,0,0,0,N
main.py,C:\dataset\python-docs-samples-master\appengine\standard\blobstore\gcs\main.py,76,27,30,0,3,0,0,0,N
main_test.py,C:\dataset\python-docs-samples-master\appengine\standard\blobstore\gcs\main_test.py,34,11,11,13.93156857,3,5,6,8,Y
chatactoe.py,C:\dataset\python-docs-samples-master\appengine\standard\channel\chatactoe.py,204,111,131,332.1682243,21,41,62,192.6252211,Y
main.py,C:\dataset\python-docs-samples-master\appengine\standard\cloudsql\main.py,79,22,29,0,3,0,0,0,N
main_test.py,C:\dataset\python-docs-samples-master\appengine\standard\cloudsql\main_test.py,40,16,20,4.754887502,3,3,3,2,Y
appengine_config.py,C:\dataset\python-docs-samples-master\appengine\standard\django\appengine_config.py,19,2,2,0,1,0,0,0,N
manage.py,C:\dataset\python-docs-samples-master\appengine\standard\django\manage.py,24,6,6,4.754887502,2,3,3,2,N
settings.py,C:\dataset\python-docs-samples-master\appengine\standard\django\mysite\settings.py,155,29,74,0,3,0,0,0,N
urls.py,C:\dataset\python-docs-samples-master\appengine\standard\django\mysite\urls.py,23,4,7,0,1,0,0,0,N
wsgi.py,C:\dataset\python-docs-samples-master\appengine\standard\django\mysite\wsgi.py,29,4,4,0,1,0,0,0,N
__init__.py,C:\dataset\python-docs-samples-master\appengine\standard\django\mysite\__init__.py,0,0,0,0,1,0,0,0,N
admin.py,C:\dataset\python-docs-samples-master\appengine\standard\django\polls\admin.py,19,3,3,0,1,0,0,0,N
models.py,C:\dataset\python-docs-samples-master\appengine\standard\django\polls\models.py,26,8,8,0,1,0,0,0,N
tests.py,C:\dataset\python-docs-samples-master\appengine\standard\django\polls\tests.py,20,0,0,0,1,0,0,0,N
views.py,C:\dataset\python-docs-samples-master\appengine\standard\django\polls\views.py,19,3,3,0,1,0,0,0,N
__init__.py,C:\dataset\python-docs-samples-master\appengine\standard\django\polls\__init__.py,0,0,0,0,1,0,0,0,N
main.py,C:\dataset\python-docs-samples-master\appengine\standard\endpoints\backend\main.py,149,38,90,4.754887502,3,3,3,2,N
main_test.py,C:\dataset\python-docs-samples-master\appengine\standard\endpoints\backend\main_test.py,54,27,29,66.60791493,7,13,18,40.05374781,Y
main.py,C:\dataset\python-docs-samples-master\appengine\standard\endpoints\multiapi\main.py,55,19,19,0,1,0,0,0,N
main_test.py,C:\dataset\python-docs-samples-master\appengine\standard\endpoints\multiapi\main_test.py,27,9,9,0,3,0,0,0,Y
appengine_config.py,C:\dataset\python-docs-samples-master\appengine\standard\endpoints-frameworks-v2\echo\appengine_config.py,4,2,2,0,1,0,0,0,N
main.py,C:\dataset\python-docs-samples-master\appengine\standard\endpoints-frameworks-v2\echo\main.py,104,29,62,22.45883938,2,7,8,13.60964047,N
main_test.py,C:\dataset\python-docs-samples-master\appengine\standard\endpoints-frameworks-v2\echo\main_test.py,41,20,20,13.93156857,5,5,6,8,Y
appengine_config.py,C:\dataset\python-docs-samples-master\appengine\standard\endpoints-frameworks-v2\quickstart\appengine_config.py,4,2,2,0,1,0,0,0,N
main.py,C:\dataset\python-docs-samples-master\appengine\standard\endpoints-frameworks-v2\quickstart\main.py,149,38,90,4.754887502,3,3,3,2,N
main_test.py,C:\dataset\python-docs-samples-master\appengine\standard\endpoints-frameworks-v2\quickstart\main_test.py,54,27,29,66.60791493,7,13,18,40.05374781,Y
appengine_config.py,C:\dataset\python-docs-samples-master\appengine\standard\firebase\firenotes\backend\appengine_config.py,18,2,2,0,1,0,0,0,N
main.py,C:\dataset\python-docs-samples-master\appengine\standard\firebase\firenotes\backend\main.py,133,47,54,13.93156857,4,5,6,6.754887502,N
main_test.py,C:\dataset\python-docs-samples-master\appengine\standard\firebase\firenotes\backend\main_test.py,96,55,56,98.09910819,11,17,24,64,Y
appengine_config.py,C:\dataset\python-docs-samples-master\appengine\standard\firebase\firetactoe\appengine_config.py,10,5,4,0,1,0,0,0,N
